"Brands","Name","SKU","MPN","Description","Additional Information","Categories","Weight (lbs)","Length (in)","Width (in)","Height (in)","Images"
"TapeTech","MudRunner® Pro","MR01TT","MR01TT","TapeTech MudRunner® Pro MR01TT The new second generation MudRunner® Pro tool applies joint compound to inside and outside corners faster and with precision control and minimal effort. The new MudRunner® Pro offers a tremendous update in the efficiency of finishing corners in drywall. The tool offers more versatility when needed in adjustment to length, both integrated and with the MRX01TT extension (sold separately). The new MudRunner® Pro also offers a 20% increase in piston strength for greater compound application. Adjustable Length: 52.5"" - 60.5"" Use With Any Inside Or Outside Corner Finisher Thicker Mud Applies Effortlessly Clear Tube For Visible Mud Level Reduces Wear-and-Tear On Your Shoulders Requires A Pump/Filler To Fill Requires An Applicator Head To Apply/Finish","Weight: 7 lbs | Dimensions: 6 × 54 × 6 in","Finishing Tools: Inside Corners","7","6","54","6","https://tapetech.com/wp-content/uploads/2025/01/18473_TapeTechMR01TT_001.jpg | https://tapetech.com/wp-content/uploads/2025/01/18473_TapeTechMR01TT_003.jpg | https://tapetech.com/wp-content/uploads/2025/01/18473_TapeTechMR01TT_003-1.jpg | https://tapetech.com/wp-content/uploads/2025/01/18473_TapeTechMR01TT_004.jpg | https://tapetech.com/wp-content/uploads/2025/01/18473_TapeTechMR01TT_005.jpg | https://tapetech.com/wp-content/uploads/2025/01/18473_TapeTechMR01TT_006.jpg"
"TapeTech","Tool Caddy","TC01TT","TC01TT","The TapeTech Tool Caddy make filling finishing boxes with a compound tube even easier. It conveniently holds any length compound tube and filler adapter, preventing the need to place the tool on the floor or in the bucket of joint compound between fills. The Tool Caddy is light weight, durable, and securely holds any size finishing box in the perfect filling position. The Tool Caddy prevents joint compound from leaking and can be adjusted to fit almost any bucket height. The Caddy also provides a safe place to rest finishing boxes when not in use. A perfect accessory for any finisher. Use With Compound Tube When Filling Flat Boxes Durable Adjustable Design Holds Any Size Finishing Box Holds Any Length Compound Tube Fits Almost Any Bucket Height","Weight: 3 lbs | Dimensions: 5 × 6.7 × 34.25 in","Finishing Tools: Inside Corners","3","5","6.7","34.25","https://tapetech.com/wp-content/uploads/2023/09/TC01TT_Bucket-1.jpg | https://tapetech.com/wp-content/uploads/2023/09/TC01TT_Bucket-2.jpg | https://tapetech.com/wp-content/uploads/2023/09/TC01TT_Bucket-Hero-1.jpg | https://tapetech.com/wp-content/uploads/2023/09/TC01TT_Top-3.jpg | https://tapetech.com/wp-content/uploads/2023/09/TC01TT_Secure-2.jpg | https://tapetech.com/wp-content/uploads/2023/09/TC01TT_Adjust-2.jpg | https://tapetech.com/wp-content/uploads/2023/09/TC01TT_EHC10_App-2.jpg | https://tapetech.com/wp-content/uploads/2023/09/TC01TT_EHC10_App-3.jpg | https://tapetech.com/wp-content/uploads/2023/09/TC01TT_EHC10_App-1.jpg | https://tapetech.com/wp-content/uploads/2022/05/CTA01TT_App-4.jpg"
"TapeTech","10"" Continuous Flow Finishing Box","CF10H","CF10H","The TapeTech 10"" Continuous Flow Finishing Box is designed with the same look and feel as the standard TapeTech EasyClean™ finishing box. It connects quickly and securely to the TapeTech Continuous Flow box handles to create a high production solution for finishing drywall.","Weight: 2.7 lbs | Dimensions: 12 × 8 × 7 in","Continuous Flow System","2.7","12","8","7","https://tapetech.com/wp-content/uploads/2022/06/CF10H_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CF10H_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/CF10H_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CF10H_03.jpg"
"TapeTech","12"" Continuous Flow Finishing Box","CF12H","CF12H","The TapeTech 12"" Continuous Flow Finishing Box is designed with the same look and feel as the standard TapeTech EasyClean™ finishing box. It connects quickly and securely to the TapeTech Continuous Flow box handles to create a high production solution for finishing drywall.","Weight: 3.2 lbs | Dimensions: 14 × 8 × 7 in","Continuous Flow System","3.2","14","8","7","https://tapetech.com/wp-content/uploads/2022/06/CF12H_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CF12H_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/CF12H_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CF12H_03.jpg"
"TapeTech","34” Continuous Flow Finishing Box Handle","CFS8034TT","CFS8034TT","The Bazooka Continuous Flow Finishing Box Handles feature the most ergonomic size and shape handle and are up to 40% lighter than previous generations. The tool-less connection to TapeTech continuous flow finishing boxes makes changing handles quick and easy. The improved braking system provides more positive control and longer life. The handles are available in four lengths optimized for today’s architectural designs.","Weight: 4 lbs | Dimensions: 8 × 7 × 36 in","Continuous Flow System","4","8","7","36","https://tapetech.com/wp-content/uploads/2022/06/CFS8034TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8034TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8034TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8034TT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8034TT_05.jpg"
"TapeTech","47” Continuous Flow Finishing Box Handle","CFS8047TT","CFS8047TT","The Bazooka Continuous Flow Finishing Box Handles feature the most ergonomic size and shape handle and are up to 40% lighter than previous generations. The tool-less connection to TapeTech continuous flow finishing boxes makes changing handles quick and easy. The improved braking system provides more positive control and longer life. The handles are available in four lengths optimized for today’s architectural designs.","Weight: 4 lbs | Dimensions: 8 × 7 × 49 in","Continuous Flow System","4","8","7","49","https://tapetech.com/wp-content/uploads/2022/06/CFS8047TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8047TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8047TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8047TT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8047TT_05.jpg"
"TapeTech","60” Continuous Flow Finishing Box Handle","CFS8060TT","CFS8060TT","The Bazooka Continuous Flow Finishing Box Handles feature the most ergonomic size and shape handle and are up to 40% lighter than previous generations. The tool-less connection to TapeTech continuous flow finishing boxes makes changing handles quick and easy. The improved braking system provides more positive control and longer life. The handles are available in four lengths optimized for today’s architectural designs.","Weight: 4 lbs | Dimensions: 8 × 7 × 62 in","Continuous Flow System","4","8","7","62","https://tapetech.com/wp-content/uploads/2022/06/CFS8060TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8060TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8060TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8060TT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8060TT_05.jpg"
"TapeTech","7"" Continuous Flow Finishing Box","CF07H","CF07H","The TapeTech 7"" Continuous Flow Finishing Box is designed with the same look and feel as the standard TapeTech EasyClean™ finishing box. It connects quickly and securely to the TapeTech Continuous Flow box handles to create a high production solution for finishing drywall.","Weight: 2.2 lbs | Dimensions: 10 × 8 × 7 in","Continuous Flow System","2.2","10","8","7","https://tapetech.com/wp-content/uploads/2022/06/CF07H_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CF07H_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/CF07H_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CF07H_03.jpg"
"TapeTech","72” Continuous Flow Finishing Box Handle","CFS8072TT","CFS8072TT","The Bazooka Continuous Flow Finishing Box Handles feature the most ergonomic size and shape handle and are up to 40% lighter than previous generations. The tool-less connection to TapeTech continuous flow finishing boxes makes changing handles quick and easy. The improved braking system provides more positive control and longer life. The handles are available in four lengths optimized for today’s architectural designs.","Weight: 4 lbs | Dimensions: 8 × 7 × 74 in","Continuous Flow System","4","8","7","74","https://tapetech.com/wp-content/uploads/2022/06/CFS8072TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8072TT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8072TT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8072TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFS8072TT_04.jpg"
"TapeTech","Bazooka CFS 40"" Continuous Flow Support Handle","CFH40TT","CFH40TT","The Bazooka Continuous Flow Corner Support Handles connect to standard TapeTech Corner Finishers to help you finish internal corners (angles) with remarkable speed and quality. The handles can also attach to TapeTech Mud Heads to continuously apply joint compound to inside and outside corners for the installation of paper-faced bead. The ergonomic tear-drop handle shape is easier to grip and reduces fatigue. Patent pending pivoting head to improve joint compound flow. Use with CTVLV for wireless, radio frequency (RF) control of the joint compound flow.","Weight: 7 lbs | Dimensions: 3 × 3 × 42 in","Continuous Flow System","7","3","3","42","https://tapetech.com/wp-content/uploads/2023/09/CFH40TT.jpg"
"TapeTech","","t14cf","t14cf","Description The Bazooka Continuous Flow Corner Finisher Handles connect to standard TapeTech Corner Finishers to help you finish internal corners (angles) with remarkable speed and quality. The handles can also attach to TapeTech Mud Heads to continuously apply joint compound to inside and outside corners for the installation of paper-faced bead. The ergonomic tear-drop handle shape is easier to grip and reduces fatigue. Use with CTVLV for wireless, radio frequency (RF) control of the joint compound flow.","Weight: 7 lbs","Continuous Flow System","7","","","","https://tapetech.com/wp-content/uploads/2022/06/T14CF_02.jpg"
"TapeTech","Bazooka CFS 66"" Continuous Flow Support Handle","CFH66TT","CFH66TT","The Bazooka Continuous Flow Corner Support Handles connect to standard TapeTech Corner Finishers to help you finish internal corners (angles) with remarkable speed and quality. The handles can also attach to TapeTech Mud Heads to continuously apply joint compound to inside and outside corners for the installation of paper-faced bead. The ergonomic tear-drop handle shape is easier to grip and reduces fatigue. Patent pending pivoting head to improve joint compound flow. Use with CTVLV for wireless, radio frequency (RF) control of the joint compound flow.","Weight: 8 lbs | Dimensions: 3 × 3 × 68 in","Continuous Flow System","8","3","3","68","https://tapetech.com/wp-content/uploads/2023/09/CFH66TT.jpg"
"TapeTech","Bazooka Continuous Flow Pump","CTPMP","CTPMP","The Bazooka Continuous Flow Pump was designed in conjunction with Graco specifically to pump joint compound for high production drywall finishing applications. The Endurance Pump, MaxPower Motor and Advantage Drive System combine to create the most rugged and reliable pump on the market. The internal hopper filter maximizes material usage by allowing joint compound collected during the wipe down process to be re-used without fear of debris entering the pump. The 25 gallon hopper can be used as a tool wash station and includes an air tight lid so compound can be preserved for next day use. With the optional CTFIL, standard ATF tools can be filled while the continuous flow tools are in use. Also Available: CTEPMP: CFS Pump - Europe (230V / 50 Hz). Available through European Distributors and Dealers only. CTAPMP: CFS Pump - Australia (230V / 50 Hz) with 242005 adapter. Available through Australian and New Zealand Distributors and Dealers only. CTUPMP: CFS Pump - UK (110V). Available through UK Distributors and Dealers only.","Weight: 200 lbs | Dimensions: 60 × 40 × 40 in","Continuous Flow System","200","60","40","40","https://tapetech.com/wp-content/uploads/2022/05/CTPMP_reflection.jpg | https://tapetech.com/wp-content/uploads/2022/05/CTPMP_Removal.jpg | https://tapetech.com/wp-content/uploads/2022/05/CTPMP.jpg | https://tapetech.com/wp-content/uploads/2022/05/CTPMP_Wash-Station_Application.jpg | https://tapetech.com/wp-content/uploads/2022/05/CTPMP_85T_T05CF_Application.jpg"
"TapeTech","Bazooka Continuous Flow Taper","T05CF","T05CF","The Bazooka Continuous Flow Taper: Revolutionizing Drywall Finishing &amp;nbsp; The Bazooka Continuous Flow Taper is an innovative tool designed to streamline the drywall finishing process. When connected to the Continuous Flow Pump (CTPMP), this advanced taper simultaneously applies drywall tape and the correct amount of joint compound to all types of drywall joints. This combination of efficiency and precision makes it an indispensable tool for professional contractors. Key Features of the Bazooka Continuous Flow Taper &amp;nbsp; One of the standout features of the Bazooka Continuous Flow Taper is its inline handle with dual trigger, which enhances control and ease of use. Weighing just 7 pounds, it is lightweight enough to be maneuvered effortlessly, reducing user fatigue during extended use. The taper's design includes a creaser wheel, which ensures a perfect finish every time by embedding the tape securely into the joint compound. &amp;nbsp; Additionally, the tool-less hose connection makes setup and disassembly quick and straightforward, saving valuable time on the job. For added convenience, the Bazooka Continuous Flow Taper can be paired with the CTVLV for wireless, radio frequency (RF) control, allowing the user to manage the flow of joint compound from the pump to the taper with ease. &amp;nbsp; Versatile Application &amp;nbsp; The Bazooka Continuous Flow Taper is versatile, capable of handling various types of drywall joints with precision: - Butt Joints and Flat Joints: Whether you're working on walls or ceilings, the taper applies the joint compound and tape seamlessly, ensuring a smooth and professional finish. - Internal Corners: The taper is designed to efficiently handle internal corners on walls and ceilings, making it a comprehensive solution for all your drywall finishing needs. Advantages of Using the Bazooka Continuous Flow Taper &amp;nbsp; - Increased Efficiency: By applying both tape and joint compound simultaneously, the Bazooka Continuous Flow Taper significantly speeds up the drywall finishing process. This increased efficiency allows for more work to be completed in less time, enhancing productivity. - Consistent Quality: The precise application of joint compound and tape ensures a consistent, high-quality finish on every joint. This consistency reduces the need for additional touch-ups and sanding, saving both time and materials. - Ease of Use: The lightweight design and ergonomic inline handle make the Bazooka Continuous Flow Taper easy to maneuver, even in tight spaces. The dual trigger system provides greater control over the application process, resulting in a more accurate and professional finish. - Quick Setup: The tool-less hose connection and wireless RF control simplify the setup and operation of the taper, allowing users to focus on the task at hand without worrying about complex equipment adjustments. &amp;nbsp; Conclusion &amp;nbsp; The Bazooka Continuous Flow Taper is an essential tool for anyone involved in drywall installation and finishing. Its advanced features, combined with its lightweight and ergonomic design, make it a valuable addition to any toolkit. Whether you are working on large-scale projects or smaller tasks, the Bazooka Continuous Flow Taper will help you achieve a flawless finish with minimal effort. Embrace the future of drywall finishing with the Bazooka Continuous Flow Taper and experience unparalleled efficiency and quality in your work.","Weight: 7 lbs | Dimensions: 5 × 5 × 48 in","Continuous Flow System","7","5","5","48","https://tapetech.com/wp-content/uploads/2022/05/T05CF-1.jpg | https://tapetech.com/wp-content/uploads/2022/06/T05CF_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/T05CF_03.jpg | https://tapetech.com/wp-content/uploads/2022/05/CTPMP.jpg | https://tapetech.com/wp-content/uploads/2022/05/CTPMP_85T_T05CF_Application.jpg"
"TapeTech","CFS 1/2"" x 50' NPT Hose","257133","257133","257133 is a 1/2"" x 50' MXF Hose w/couplings for use with Bazooka Continuous Flow System. This durable, easy to clean hose connects the CTPMP pump to the Whip Hose. It features tool-less connections. You can connect up to three lengths of 50' hose to the Bazooka Continuous Flow System for maximum reach and efficiency.","Weight: 2.5 lbs | Dimensions: 10 × 8 × 8 in","Continuous Flow System","2.5","10","8","8","https://tapetech.com/wp-content/uploads/2023/09/257133.jpg"
"TapeTech","","240793","240793","Description The 25′ Whip Hose connects the primary Continuous Flow hose to the Continuous Flow Taper, Finishing Box Handles and Corner Finishing Handles. The lightweight whip hose reduces weight at the tool handle without compromising the flow of joint compound to the tools. Connect the Whip Hose to the Z-Swivel for maximum maneuverability. Connects primary hose to Bazooka Continuous Flow tools and handles","Dimensions: 4 × 4 in","Continuous Flow System","","4","4","","https://tapetech.com/wp-content/uploads/2023/09/223756.jpg"
"TapeTech","CFS Fill Kit","CTFILL","CTFILL","Used to fill standard Automatic Taping and Finishing Tools from the Continuous Flow Pump.","Dimensions: 4 × 4 in","Continuous Flow System","","4","4","","https://tapetech.com/wp-content/uploads/2023/09/CTFILL.jpg"
"TapeTech","CFS Radio Frequency Controller","CTBXC","CTBXC","The CTBXC is part of the Bazooka Continuous Flow Drywall Finishing System. It attaches to the Continuous Flow Finishing Box Handles (T8034, T8042, T8054, T8072) to provide wireless, radio frequency (RF) control of the flow of joint compound from the pump.","Weight: 1 lbs | Dimensions: 12 × 6 × 2 in","Continuous Flow System","1","12","6","2","https://tapetech.com/wp-content/uploads/2023/09/CTBXC.jpg"
"TapeTech","CFS Inline Valve with Radio Frequency Controller","CTVLV","CTVLV","The TapeTech CTVLV is part of the Bazooka Continuous Flow Drywall Finishing System. It attaches to the Continuous Flow Taper (T05CF) and the Continuous Flow Corner Finisher Handles (T14CF, T14EC) to provide wireless, radio frequency (RF) control of the flow of joint compound from the pump. Radio Frequency (RF) control ""talks"" to the pump without wires Thumb switch to easily adjust the flow of compound An integrated trigger for creaser wheel control","Weight: 2 lbs | Dimensions: 12 × 6 × 4 in","Continuous Flow System","2","12","6","4","https://tapetech.com/wp-content/uploads/2023/09/CTVLV.jpg"
"TapeTech","CFS Replacement Hopper Filter","16C298","16C298","The continuous flow tank filter fits into the bottom of the 95 liter filler tank of the CTPMP continuous flow pump. It prevents foreign bodies from getting into the pump so that the excess filler compound can be reused from the peeling phase of the drywall finishing. The tank filter is included in all continuous flow pumps. Prevents foreign objects from entering the Bazooka Continuous Flow Pump Keeps foreign objects out of the filler applied to walls and ceilings","Weight: 1 lbs | Dimensions: 5 × 8 × 8 in","Continuous Flow System","1","5","8","8","https://tapetech.com/wp-content/uploads/2023/09/16C298.jpg"
"TapeTech","CFS Replacement Tire","122267","122267","Replacement tire for the Continuous Flow Pump.","Weight: 10 lbs | Dimensions: 5 × 13 × 13 in","Continuous Flow System","10","5","13","13","https://tapetech.com/wp-content/uploads/2023/09/122267.jpg"
"TapeTech","CFS Tool Cleaning Coupling","CFSTCC","CFSTCC","The CFS Tool Cleaning Coupling allows you to effectively clean the entire length of the Bazooka® Continuous Flow Taper, Finishing Box Handles and Corner Finisher Handles. The coupling (with Part 800826) is used in conjunction with the CNA-TT to fit snugly onto the CFS tool fittings and allow for thorough cleaning. There is no better way to keep your investment in continuous flow clean and running efficiently.","Weight: 0.2 lbs | Dimensions: 1.5 × 4.25 × 7 in","Continuous Flow System","0.2","1.5","4.25","7","https://tapetech.com/wp-content/uploads/2022/06/CFSTCC_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFSTCC_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFSTCC_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFSTCC_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CFSTCC_05.jpg"
"TapeTech","CFS Z-Swivel Attachment","24D166","24D166","The Z-Swivel attachment connects the Bazooka Continuous Flow Taper, Finishing Box Handles and Corner Finisher Handles to the whip hose to provide kink-free operation and optimal maneuverability.","Weight: 0.5 lbs | Dimensions: 4.25 × 4.25 × 6 in","Continuous Flow System","0.5","4.25","4.25","6","https://tapetech.com/wp-content/uploads/2023/09/24D166.jpg"
"TapeTech","ATF Tool Maintenance Kit","TMK01TT","TMK01TT","Introducing a Tool Maintenance Kit, specifically designed by TapeTech, for Automatic Taping and Finishing Tools. ""The right tools for the job."" Whether you're doing routine maintenance or advanced repair, this one of a kind 12-piece Kit contains size-specific tools to get the job done right. Included in this kit are 4 Nut Drivers, 4 T-Handle Allen Keys, 1 Standard Hex Key, and 2 Custom Feeler Gauges (for calibrating the blades on finishing boxes and corner finishers). The foam-lined case keeps all your tools in one place, organized and protected, for storage or transport. The TapeTech ATF Tool Maintenance Kit is a must-have for all professional drywall finishers.","Weight: 3 lbs | Dimensions: 5 × 6.7 × 34.25 in","Cleaning & Maintenance","3","5","6.7","34.25","https://tapetech.com/wp-content/uploads/2023/09/TMK01TT_HERO.jpg | https://tapetech.com/wp-content/uploads/2023/09/TMK01TT_Nut-Drivers.jpg | https://tapetech.com/wp-content/uploads/2023/09/TMK01TT_Allen-Wrenches.jpg | https://tapetech.com/wp-content/uploads/2023/09/TMK01TT_Feeler-Gauges.jpg"
"TapeTech","Cleaning Nozzle Adapter","CNA-TT","CNA-TT","The TapeTech Cleaning Nozzle Adapter makes cleaning the head of the Automatic Taper easy. The Adapter securely threads on to the Spray Nozzle and fits over the filler valve of the Automatic Taper to thoroughly clean the valve and the head without soaking the user. The Adapter can also be used to quickly clean the filler valve on the MudRunner® or Corner Applicators. Works with most brands of Automatic Tapers.","Weight: 0.2 lbs | Dimensions: 1.5 × 4.25 × 7 in","Cleaning & Maintenance","0.2","1.5","4.25","7","https://tapetech.com/wp-content/uploads/2022/06/CNA-TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CNA-TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/CNA-TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/CNA-TT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/CNA-TT_07.jpg | https://tapetech.com/wp-content/uploads/2022/06/CNA-TT_06.jpg"
"TapeTech","Cleaning Nozzle","CN-TT","CN-TT","The CFS Tool Cleaning Coupling allows you to effectively clean the entire length of the Bazooka® Continuous Flow Taper, Finishing Box Handles and Corner Finisher Handles. The coupling (with Part 800826) is used in conjunction with the CNA-TT to fit snugly onto the CFS tool fittings and allow for thorough cleaning. There is no better way to keep your investment in continuous flow clean and running efficiently.","Weight: 0.45 lbs | Dimensions: 3 × 4 × 6 in","Cleaning & Maintenance","0.45","3","4","6","https://tapetech.com/wp-content/uploads/2022/06/CN-TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/CN-TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/CN-TT_04.jpg"
"TapeTech","Gooseneck Cleaning Brush","857355","857355","The TapeTech Gooseneck Cleaning Brush is specifically designed to keep the gooseneck clean for optimal operation. The brush is the ideal stiffness to effectively remove the compound while the shaft has the flexibility to navigate the challenging shape of the gooseneck adapter.","Weight: 3 lbs | Dimensions: 5 × 6.7 × 34.25 in","Cleaning & Maintenance","3","5","6.7","34.25","https://tapetech.com/wp-content/uploads/2022/06/857355_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/857355_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/857355_04.jpg"
"TapeTech","Locking Wheel Kit for Mobile Wash Station","MWS01-LW","MWS01-LW","Locking Wheel Kit for Mobile Wash Station This high-performance locking wheel kit will enhance your mobile wash station by offering secure positioning and easy mobility. This kit comes with four sturdy caster wheels, two of which have locking mechanisms to keep your wash station steady while in use, making it ideal for commercial or portable cleaning setups. Features: • Smooth Maneuverability: Swivel casters make it simple to move on a variety of surfaces, such as asphalt, tile, and concrete. • Dependable Braking System: The station is securely held in place by two wheels that are fitted with easy-use locks. • Sturdy Construction: Made from industrial-grade steel and rubber for long-lasting performance under heavy loads and damp conditions.","Weight: 4 lbs | Dimensions: 6 × 8 × 12 in","Cleaning & Maintenance","4","6","8","12","https://tapetech.com/wp-content/uploads/2025/06/14960_MWS01-LW_01.jpg | https://tapetech.com/wp-content/uploads/2025/06/14960_MWS01-LW_02.jpg | https://tapetech.com/wp-content/uploads/2025/06/14960_MWS01-LW_03.jpg"
"TapeTech","Mobile Wash Station","MWS01-TT","MWS01-TT","The TapeTech MWS01-TT Mobile Wash Station is the lightest and most portable wash station available. It is the perfect solution for cleaning tools and equipment on the jobsite, especially when water supplies are limited. Working from just a 5-gallon bucket of water, the MWS01-TT generates the ideal water pressure to effectively clean drywall finishing tools, paint brushes, rollers, pans and more! The MWS01-TT also helps finishers and painters comply with environmental laws by providing a convenient, professional wash station that does not wash the joint compound or paint into the soil. The legs of the MWS01-TT open and close effortlessly for quick set up, break down and transport. The MWS01-TT weighs just 34 pounds. Features: Improved pump that only circulates while the trigger is being operated, extending the life of the pump and providing twice the cleaning power of the original pump Improved spray hose &amp;amp; nozzle with more control over pressure and directional spray Now includes Accessory Kit (MWS-ACC) with basket, drain riser, and nozzle brush to dry your tools, keep compound out of your water bucket, and remove stubborn compound Locking Wheel Kit – MWS01-LW also included lets you easily move your Mobile Wash Station around and lock when needed","Weight: 34 lbs | Dimensions: 14 × 30 × 40 in","Cleaning & Maintenance","34","14","30","40","https://tapetech.com/wp-content/uploads/2023/09/MSW01TT_01.jpg | https://tapetech.com/wp-content/uploads/2022/05/MSW01TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/05/MSW01TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/05/MSW01TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/05/MSW01TT_05.jpg | https://tapetech.com/wp-content/uploads/2022/05/MSW01TT_06.jpg | https://tapetech.com/wp-content/uploads/2022/05/MSW01TT_07.jpg | https://tapetech.com/wp-content/uploads/2022/05/MSW01TT_08.jpg | https://tapetech.com/wp-content/uploads/2023/09/MWS-ACC-WashBasin-Accesory-Kit.jpg | https://tapetech.com/wp-content/uploads/2022/05/MSW01TT_09.jpg | https://tapetech.com/wp-content/uploads/2022/05/MSW01TT_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/MSW01TT_11.jpg | https://tapetech.com/wp-content/uploads/2022/06/MSW01TT_12.jpg | https://tapetech.com/wp-content/uploads/2022/06/MSW01TT_13.jpg | https://tapetech.com/wp-content/uploads/2022/06/MSW01TT_14.jpg | https://tapetech.com/wp-content/uploads/2022/06/MSW01TT_15.jpg | https://tapetech.com/wp-content/uploads/2022/06/MSW01TT_16.jpg | https://tapetech.com/wp-content/uploads/2022/06/MSW01TT_17.jpg"
"TapeTech","MWS Accessory Kit","MWS-ACC","MWS-ACC","TapeTech has now included a new Accessory Kit with every Wash Station purchased. The kit includes: a. Hanging Basket – to keep your already cleaned tools clean and allows them to hang to dry. Features: Hanging Basket – Allows your already clean tools to stay clean and not be put back into the basin with other tools. The basket allows for the tools to begin drying while hanging. The basket can be hung at various locations on the wash basin. Nozzle Brush – The brush simply snaps onto the end of the spray nozzle. When used in combination with the spray nozzle, the new brush helps remove stubborn compound faster. The brush also acts as a splash shield against over spray. Drain Riser – The drain riser is inserted into the metal drain in the basin and helps to prevent compound from draining into the bucket, keeping your water cleaner longer. By removing the riser, the retained compound can now be drained into a disposal bucket.","Weight: 1.5 lbs | Dimensions: 9 × 8 × 10 in","Cleaning & Maintenance","1.5","9","8","10","https://tapetech.com/wp-content/uploads/2026/01/19059_MWS-ACC_001.jpg"
"TapeTech","Pump Tube Cleaning Brush","57356","57356","The TapeTech Pump Tube Cleaning Brush is specifically designed to quickly and efficiently clean the main tube of the loading pump. The brush is perfectly sized for the tube’s diameter and the bristles are the ideal stiffness to clean without damaging the tube. The brush attaches to any length handle with a standard ¾” Acme thread.","Weight: 0.6 lbs","Cleaning & Maintenance","0.6","","","","https://tapetech.com/wp-content/uploads/2022/06/057356_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/057356_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/057356_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/057356_05.jpg"
"TapeTech","Quick-Connect Adapter","QCA-TT","QCA-TT","The TapeTech Quick-Connect Adapter makes it easy to use the CN-TT Cleaning Nozzle with quick-connect garden hose systems commonly found in Europe and other countries. Simply thread the adapter into the bottom of the CN-TT Cleaning Nozzle.","Weight: 0.04 lbs | Dimensions: 3 × 4 × 6 in","Cleaning & Maintenance","0.04","3","4","6","https://tapetech.com/wp-content/uploads/2022/06/QCA-TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/QCA-TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/QCA-TT_04.jpg"
"TapeTech","MWS Spray Hose Kit","MWS-PK01","MWS-PK01","The NEW Spray Hose Kit has been improved to offer a number of features for the MWS01-TT Mobile Wash Station. Features: Improved Nozzle – New pressure adjustment on the nozzle allows for the proper amount of water pressure for the specific cleaning application. There is also a directional feature of where to spray. Hose – A more robust hose has been added to the kit and will now be the standard option packed in the box. Upgraded Brass Connectors – New and improved connectors have been added to the hose for attachment to the MWS01-TT Mobile Wash Station.","Weight: 2 lbs | Dimensions: 3 × 13 × 12 in","Cleaning & Maintenance","2","3","13","12","https://tapetech.com/wp-content/uploads/2025/07/18091_MWS-PK01_01.jpg | https://tapetech.com/wp-content/uploads/2025/07/18091_MWS-PK01_02.jpg | https://tapetech.com/wp-content/uploads/2025/07/18091_MWS-PK01_03.jpg"
